"SEX","GEO","UNIT","TIME","AGE","ICD10","Value","Flag and Footnotes"
"Total","Belgium","Rate","2012","Less than 65 years","Parkinson disease","0.28",""
"Total","Belgium","Rate","2012","Less than 65 years","Alzheimer disease","0.42",""
"Total","Belgium","Rate","2012","Less than 65 years","Other diseases of the nervous system and the sense organs (remainder of G00-H95)","5.46",""
"Total","Belgium","Rate","2012","Less than 65 years","Diseases of the circulatory system (I00-I99)","33.1",""
"Total","Belgium","Rate","2012","Less than 65 years","Ischaemic heart diseases","12.9",""
"Total","Belgium","Rate","2012","Less than 65 years","Acute myocardial infarction including subsequent myocardial infarction","9.76",""
"Total","Belgium","Rate","2012","Less than 65 years","Other ischaemic heart diseases","3.15",""
"Total","Belgium","Rate","2012","Less than 65 years","Other heart diseases","9.31",""
"Total","Belgium","Rate","2012","Less than 65 years","Cerebrovascular diseases","6.27",""
"Total","Belgium","Rate","2012","Less than 65 years","Other diseases of the circulatory system (remainder of I00-I99)","4.62",""
"Total","Belgium","Rate","2012","Less than 65 years","Diseases of the respiratory system (J00-J99)","10.12",""
"Total","Belgium","Rate","2012","Less than 65 years","Influenza (including swine flu)","0.03",""
"Total","Belgium","Rate","2012","Less than 65 years","Pneumonia","1.86",""
"Total","Belgium","Rate","2012","Less than 65 years","Chronic lower respiratory diseases","5.77",""
"Total","Belgium","Rate","2012","Less than 65 years","Asthma and status asthmaticus","0.37",""
"Total","Belgium","Rate","2012","Less than 65 years","Other lower respiratory diseases","5.4",""
"Total","Belgium","Rate","2012","Less than 65 years","Other diseases of the respiratory system (remainder of J00-J99)","2.46",""
"Total","Belgium","Rate","2012","Less than 65 years","Diseases of the digestive system (K00-K93)","13.48",""
"Total","Belgium","Rate","2012","Less than 65 years","Ulcer of stomach, duodenum and jejunum","0.29",""
"Total","Belgium","Rate","2012","Less than 65 years","Chronic liver disease","8.44",""
"Total","Belgium","Rate","2012","Less than 65 years","Other diseases of the digestive system (remainder of K00-K93)","4.75",""
"Total","Belgium","Rate","2012","Less than 65 years","Diseases of the skin and subcutaneous tissue (L00-L99)","0.11",""
"Total","Belgium","Rate","2012","Less than 65 years","Diseases of the musculoskeletal system and connective tissue (M00-M99)","0.82",""
"Total","Belgium","Rate","2012","Less than 65 years","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","0.16",""
"Total","Belgium","Rate","2012","Less than 65 years","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","0.67",""
"Total","Belgium","Rate","2012","Less than 65 years","Diseases of the genitourinary system (N00-N99)","1.42",""
"Total","Belgium","Rate","2012","Less than 65 years","Diseases of kidney and ureter","1.16",""
"Total","Belgium","Rate","2012","Less than 65 years","Other diseases of the genitourinary system (remainder of N00-N99)","0.26",""
"Total","Belgium","Rate","2012","Less than 65 years","Pregnancy, childbirth and the puerperium (O00-O99)","0.06",""
"Total","Belgium","Rate","2012","Less than 65 years","Certain conditions originating in the perinatal period (P00-P96)","2.1",""
"Total","Belgium","Rate","2012","Less than 65 years","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","2.73",""
"Total","Belgium","Rate","2012","Less than 65 years","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","7.47",""
"Total","Belgium","Rate","2012","Less than 65 years","Sudden infant death syndrome","0.29",""
"Total","Belgium","Rate","2012","Less than 65 years","Ill-defined and unknown causes of mortality","4.07",""
"Total","Belgium","Rate","2012","Less than 65 years","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","3.11",""
"Total","Belgium","Rate","2012","Less than 65 years","External causes of morbidity and mortality (V01-Y89)","37.41",""
"Total","Belgium","Rate","2012","Less than 65 years","Accidents (V01-X59, Y85, Y86)","15.48",""
"Total","Belgium","Rate","2012","Less than 65 years","Transport accidents (V01-V99, Y85)","6.82",""
"Total","Belgium","Rate","2012","Less than 65 years","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","3.78",""
"Total","Belgium","Rate","2012","Less than 65 years","Falls","2.83",""
"Total","Belgium","Rate","2012","Less than 65 years","Accidental drowning and submersion","0.48",""
"Total","Belgium","Rate","2012","Less than 65 years","Intentional self-harm","17.19",""
"Total","Belgium","Rate","2012","Less than 65 years","Accidental poisoning by and exposure to noxious substances","1.57",""
"Total","Belgium","Rate","2012","Less than 65 years","Assault","1.16",""
"Total","Belgium","Rate","2012","Less than 65 years","Event of undetermined intent","3.34",""
"Total","Belgium","Rate","2012","Less than 65 years","Other external causes of morbidity and mortality (remainder of V01-Y89)","0.24",""
"Total","Belgium","Rate","2013","Total","All causes of death (A00-Y89) excluding S00-T98","1,034.88",""
"Total","Belgium","Rate","2013","Total","Certain infectious and parasitic diseases (A00-B99)","27.3",""
"Total","Belgium","Rate","2013","Total","Tuberculosis","0.48",""
"Total","Belgium","Rate","2013","Total","Viral hepatitis and sequelae of viral hepatitis","0.79",""
"Total","Belgium","Rate","2013","Total","Human immunodeficiency virus [HIV] disease","0.5",""
"Total","Belgium","Rate","2013","Total","Other infectious and parasitic diseases (remainder of A00-B99)","25.53",""
"Total","Belgium","Rate","2013","Total","Neoplasms","272.83",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasms (C00-C97)","259.5",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of lip, oral cavity, pharynx","5.69",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of oesophagus","7.27",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of stomach","7.04",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","27.74",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of liver and intrahepatic bile ducts","8.56",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of pancreas","15.84",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of larynx","1.98",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of trachea, bronchus and lung","61.89",""
"Total","Belgium","Rate","2013","Total","Malignant melanoma of skin","3.62",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of breast","21.98",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of cervix uteri","1.64",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of other parts of uterus","3.56",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of ovary","5.82",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of prostate","13.7",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of kidney, except renal pelvis","5.79",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of bladder","8.09",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of brain and central nervous system","6.27",""
"Total","Belgium","Rate","2013","Total","Malignant neoplasm of thyroid gland","0.72",""
"Total","Belgium","Rate","2013","Total","Hodgkin disease and lymphomas","6.94",""
"Total","Belgium","Rate","2013","Total","Other malignant neoplasm of lymphoid, haematopoietic and related tissue","5.28",""
"Total","Belgium","Rate","2013","Total","Leukaemia","9.56",""
"Total","Belgium","Rate","2013","Total","Other malignant neoplasms (remainder of C00-C97)","30.54",""
"Total","Belgium","Rate","2013","Total","Non-malignant neoplasms (benign and uncertain)","13.33",""
"Total","Belgium","Rate","2013","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","3.69",""
"Total","Belgium","Rate","2013","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","27.61",""
"Total","Belgium","Rate","2013","Total","Diabetes mellitus","15.32",""
"Total","Belgium","Rate","2013","Total","Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)","12.29",""
"Total","Belgium","Rate","2013","Total","Mental and behavioural disorders (F00-F99)","46.94",""
"Total","Belgium","Rate","2013","Total","Dementia","39.68",""
"Total","Belgium","Rate","2013","Total","Mental and behavioural disorders due to use of alcohol","4.08",""
"Total","Belgium","Rate","2013","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.25",""
"Total","Belgium","Rate","2013","Total","Other mental and behavioural disorders (remainder of F00-F99)","2.93",""
"Total","Belgium","Rate","2013","Total","Diseases of the nervous system and the sense organs (G00-H95)","51.31",""
"Total","Belgium","Rate","2013","Total","Parkinson disease","9.95",""
"Total","Belgium","Rate","2013","Total","Alzheimer disease","23.84",""
"Total","Belgium","Rate","2013","Total","Other diseases of the nervous system and the sense organs (remainder of G00-H95)","17.52",""
"Total","Belgium","Rate","2013","Total","Diseases of the circulatory system (I00-I99)","301.2",""
"Total","Belgium","Rate","2013","Total","Ischaemic heart diseases","78.4",""
"Total","Belgium","Rate","2013","Total","Acute myocardial infarction including subsequent myocardial infarction","45.03",""
"Total","Belgium","Rate","2013","Total","Other ischaemic heart diseases","33.36",""
"Total","Belgium","Rate","2013","Total","Other heart diseases","119.95",""
"Total","Belgium","Rate","2013","Total","Cerebrovascular diseases","66.34",""
"Total","Belgium","Rate","2013","Total","Other diseases of the circulatory system (remainder of I00-I99)","36.52",""
"Total","Belgium","Rate","2013","Total","Diseases of the respiratory system (J00-J99)","109.18",""
"Total","Belgium","Rate","2013","Total","Influenza (including swine flu)","1.41",""
"Total","Belgium","Rate","2013","Total","Pneumonia","36.88",""
"Total","Belgium","Rate","2013","Total","Chronic lower respiratory diseases","44.91",""
"Total","Belgium","Rate","2013","Total","Asthma and status asthmaticus","1.35",""
"Total","Belgium","Rate","2013","Total","Other lower respiratory diseases","43.56",""
"Total","Belgium","Rate","2013","Total","Other diseases of the respiratory system (remainder of J00-J99)","25.98",""
"Total","Belgium","Rate","2013","Total","Diseases of the digestive system (K00-K93)","43.97",""
"Total","Belgium","Rate","2013","Total","Ulcer of stomach, duodenum and jejunum","1.95",""
"Total","Belgium","Rate","2013","Total","Chronic liver disease","11.37",""
"Total","Belgium","Rate","2013","Total","Other diseases of the digestive system (remainder of K00-K93)","30.65",""
"Total","Belgium","Rate","2013","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","2.79",""
"Total","Belgium","Rate","2013","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","5.14",""
"Total","Belgium","Rate","2013","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","0.89",""
"Total","Belgium","Rate","2013","Total","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","4.25",""
"Total","Belgium","Rate","2013","Total","Diseases of the genitourinary system (N00-N99)","25.07",""
"Total","Belgium","Rate","2013","Total","Diseases of kidney and ureter","19.26",""
"Total","Belgium","Rate","2013","Total","Other diseases of the genitourinary system (remainder of N00-N99)","5.81",""
"Total","Belgium","Rate","2013","Total","Pregnancy, childbirth and the puerperium (O00-O99)","0.04",""
"Total","Belgium","Rate","2013","Total","Certain conditions originating in the perinatal period (P00-P96)","1.7",""
"Total","Belgium","Rate","2013","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","2.28",""
"Total","Belgium","Rate","2013","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","49.47",""
"Total","Belgium","Rate","2013","Total","Sudden infant death syndrome","0.25",""
"Total","Belgium","Rate","2013","Total","Ill-defined and unknown causes of mortality","9.96",""
"Total","Belgium","Rate","2013","Total","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","39.26",""
"Total","Belgium","Rate","2013","Total","External causes of morbidity and mortality (V01-Y89)","64.34",""
"Total","Belgium","Rate","2013","Total","Accidents (V01-X59, Y85, Y86)","40.56",""
"Total","Belgium","Rate","2013","Total","Transport accidents (V01-V99, Y85)","7.16",""
"Total","Belgium","Rate","2013","Total","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","16.6",""
"Total","Belgium","Rate","2013","Total","Falls","14.31",""
"Total","Belgium","Rate","2013","Total","Accidental drowning and submersion","0.69",""
"Total","Belgium","Rate","2013","Total","Intentional self-harm","17.27",""
"Total","Belgium","Rate","2013","Total","Accidental poisoning by and exposure to noxious substances","1.79",""
"Total","Belgium","Rate","2013","Total","Assault","0.99",""
"Total","Belgium","Rate","2013","Total","Event of undetermined intent","3.86",""
"Total","Belgium","Rate","2013","Total","Other external causes of morbidity and mortality (remainder of V01-Y89)","1.66",""
"Total","Belgium","Rate","2013","Less than 65 years","All causes of death (A00-Y89) excluding S00-T98","202.84",""
"Total","Belgium","Rate","2013","Less than 65 years","Certain infectious and parasitic diseases (A00-B99)","4.43",""
"Total","Belgium","Rate","2013","Less than 65 years","Tuberculosis","0.15",""
"Total","Belgium","Rate","2013","Less than 65 years","Viral hepatitis and sequelae of viral hepatitis","0.3",""
"Total","Belgium","Rate","2013","Less than 65 years","Human immunodeficiency virus [HIV] disease","0.46",""
"Total","Belgium","Rate","2013","Less than 65 years","Other infectious and parasitic diseases (remainder of A00-B99)","3.52",""
"Total","Belgium","Rate","2013","Less than 65 years","Neoplasms","76.91",""
